Employee_Number,Stag,Turnover,Gender,Age,Industry,Profession,Traffic,Traffic_Source,Coach,Head_gender,Greywage,Way,Extraversion,Independ,Selfcontrol,Anxiety,Novator
772,17,No,Female,29,Banks,HR,friends,Employer_Friends,my head,Female,white,bus,4,8,8,6,4
773,34,No,Male,34,Manufacture,HR,referal,Person_RecReferral,my head,Female,white,bus,8,5,7,6,8
774,17,No,Male,28,IT,IT,empjs,Employer_JobSite,my head,Male,white,bus,5,5,6,6,4
775,17,No,Female,23,Retail,HR,youjs,Person_JobSite,no,Female,white,bus,3,5,6,6,4
776,43,No,Female,37,Transport,HR,youjs,Person_JobSite,no,Male,white,bus,5,6,8,5,6
777,17,No,Male,29,Mining,HR,empjs,Employer_JobSite,no,Female,white,foot,2,8,6,9,6
778,17,No,Male,29,Mining,HR,empjs,Employer_JobSite,no,Female,white,foot,2,6,7,7,7
779,83,No,Male,23,Retail,Sales,empjs,Employer_JobSite,my head,Male,white,bus,6,3,9,5,5
780,2,No,Female,32,Retail,HR,youjs,Person_JobSite,no,Female,white,bus,5,4,6,6,6
781,73,No,Female,29,Retail,Commercial,friends,Employer_Friends,my head,Male,white,foot,5,5,7,6,3
782,0,Yes,Male,36,IT,IT,empjs,Employer_JobSite,no,Male,white,foot,4,8,3,8,4
783,124,No,Female,32,Manufacture,HR,friends,Employer_Friends,no,Male,grey,car,4,9,5,5,6
784,13,Yes,Female,26,Consult,HR,empjs,Employer_JobSite,my head,Male,grey,bus,8,7,4,4,4
785,8,No,Female,30,Retail,HR,referal,Person_RecReferral,no,Male,white,car,5,3,3,9,8
786,8,No,Female,30,Retail,HR,referal,Person_RecReferral,no,Male,white,car,6,6,7,3,4
787,155,No,Female,30,RealEstate,Sales,referal,Person_RecReferral,my head,Male,white,foot,5,7,3,6,8
788,16,No,Female,24,Mining,HR,advert,Person_Advert,yes,Female,white,bus,5,4,6,6,2
789,19,No,Male,28,IT,IT,referal,Person_RecReferral,no,Male,white,bus,5,5,7,6,5
790,21,No,Female,26,Consult,HR,empjs,Employer_JobSite,no,Male,white,bus,10,4,1,7,8
791,3,No,Female,41,Manufacture,HR,friends,Employer_Friends,no,Female,white,bus,7,5,3,6,8
792,37,Yes,Female,38,Manufacture,HR,KA,RecAgency,my head,Male,white,car,3,3,7,6,5
793,18,Yes,Female,24,Consult,HR,youjs,Person_JobSite,no,Female,white,bus,5,7,7,3,4
794,12,No,Female,37,Telecom,HR,youjs,Person_JobSite,no,Female,white,foot,7,4,6,6,8
795,5,No,Female,47,Manufacture,HR,recNErab,Person_ByRecomendation,no,Female,white,car,5,8,5,5,7
796,23,No,Female,26,Retail,HR,rabrecNErab,Employer_ByRecomendation,my head,Female,white,car,5,6,5,8,7
797,4,No,Female,46,Manufacture,HR,friends,Employer_Friends,no,Female,white,bus,3,4,6,6,5
798,3,No,Female,30,IT,HR,empjs,Employer_JobSite,no,Male,white,bus,6,8,3,6,8
799,11,Yes,Female,37,Retail,HR,rabrecNErab,Employer_ByRecomendation,no,Male,white,car,7,6,3,6,9
800,9,No,Female,30,IT,HR,referal,Person_RecReferral,my head,Male,white,bus,5,3,3,9,8
801,9,No,Female,30,IT,HR,referal,Person_RecReferral,my head,Male,white,bus,6,6,7,3,4
802,25,No,Female,34,IT,HR,friends,Employer_Friends,no,Male,white,bus,5,4,3,8,8
803,6,No,Female,23,Retail,HR,youjs,Person_JobSite,my head,Female,white,bus,5,7,6,5,9
804,32,Yes,Female,35,Manufacture,HR,youjs,Person_JobSite,no,Male,white,car,5,4,4,7,8
805,53,Yes,Female,42,Manufacture,HR,empjs,Employer_JobSite,no,Male,white,bus,8,6,9,5,6
806,4,No,Female,41,Manufacture,HR,friends,Employer_Friends,no,Male,white,bus,3,3,7,6,5
807,31,No,Female,41,Agriculture,HR,empjs,Employer_JobSite,no,Male,white,car,8,3,4,6,4
808,5,No,Female,42,IT,HR,youjs,Person_JobSite,my head,Male,white,bus,8,6,3,6,8
809,5,No,Female,42,IT,HR,youjs,Person_JobSite,my head,Male,white,bus,9,6,3,6,8
810,5,No,Female,42,IT,HR,youjs,Person_JobSite,my head,Male,white,bus,7,7,4,6,8
811,39,Yes,Female,37,Retail,HR,friends,Employer_Friends,no,Female,white,car,6,7,4,6,8
812,39,Yes,Female,37,Retail,HR,friends,Employer_Friends,no,Female,white,car,4,9,5,6,8
813,39,No,Female,33,Retail,HR,referal,Person_RecReferral,my head,Male,white,car,5,4,6,6,7
814,2,Yes,Female,48,PowerGeneration,HR,empjs,Employer_JobSite,no,Female,white,bus,6,5,6,9,8
815,105,No,Female,34,Retail,Accounting,rabrecNErab,Employer_ByRecomendation,no,Female,white,car,5,3,8,6,5
816,7,No,Female,23,Consult,Other,youjs,Person_JobSite,my head,Male,white,foot,5,8,5,6,5
817,13,Yes,Female,21,PowerGeneration,HR,youjs,Person_JobSite,my head,Female,grey,bus,4,7,9,4,7
818,8,No,Male,24,IT,IT,empjs,Employer_JobSite,no,Male,white,bus,4,4,4,9,6
819,4,No,Female,21,IT,HR,advert,Person_Advert,no,Male,white,bus,7,5,4,6,8
820,12,No,Female,38,Consult,HR,youjs,Person_JobSite,my head,Female,white,bus,2,8,7,3,5
821,38,No,Female,34,Telecom,HR,youjs,Person_JobSite,yes,Female,white,bus,3,6,9,6,8
822,33,No,Female,27,Pharma,HR,rabrecNErab,Employer_ByRecomendation,my head,Male,white,bus,3,6,10,6,4
823,4,No,Female,32,Retail,Sales,youjs,Person_JobSite,no,Male,white,car,7,4,9,3,1
824,44,Yes,Female,27,Other,HR,youjs,Person_JobSite,my head,Female,white,bus,5,6,6,6,7
825,22,Yes,Female,31,IT,IT,youjs,Person_JobSite,my head,Male,white,bus,5,6,7,5,5
826,4,Yes,Female,26,Retail,Sales,referal,Person_RecReferral,my head,Female,grey,bus,5,8,3,5,9
827,12,No,Male,28,IT,IT,friends,Employer_Friends,no,Male,white,foot,2,6,9,6,6
828,17,Yes,Female,24,Retail,HR,youjs,Person_JobSite,my head,Female,white,bus,6,5,7,4,7
829,50,No,Male,34,Manufacture,HR,KA,RecAgency,no,Male,white,car,5,4,8,7,8
830,50,No,Male,34,Manufacture,HR,KA,RecAgency,no,Male,white,car,3,6,7,8,6
831,85,No,Female,22,Retail,Commercial,referal,Person_RecReferral,no,Female,white,bus,7,6,6,5,3
832,30,No,Female,30,Transport,HR,empjs,Employer_JobSite,no,Male,white,bus,4,3,7,8,3
833,78,No,Female,27,Consult,Consult,advert,Person_Advert,no,Male,white,bus,6,3,6,5,8
834,24,No,Female,30,State,HR,rabrecNErab,Employer_ByRecomendation,my head,Female,white,bus,5,10,3,6,7
835,24,Yes,Female,42,Transport,HR,empjs,Employer_JobSite,no,Male,white,bus,5,5,4,5,6
836,1,No,Female,24,Mining,HR,youjs,Person_JobSite,no,Female,white,bus,5,8,7,3,4
837,9,No,Male,36,PowerGeneration,HR,rabrecNErab,Employer_ByRecomendation,no,Male,white,bus,7,5,4,4,4
838,15,No,Female,30,IT,HR,friends,Employer_Friends,no,Male,white,car,9,4,3,6,8
839,59,No,Female,24,Retail,HR,youjs,Person_JobSite,yes,Female,white,bus,9,4,5,8,5
840,92,Yes,Female,39,Banks,HR,referal,Person_RecReferral,no,Male,white,car,5,9,3,3,8
841,12,No,Male,35,State,HR,empjs,Employer_JobSite,no,Female,white,bus,4,5,7,6,7
842,19,No,Male,39,Retail,IT,friends,Employer_Friends,my head,Female,white,car,8,3,3,7,7
843,21,No,Male,27,Consult,HR,youjs,Person_JobSite,my head,Male,white,bus,3,5,6,7,8
844,81,No,Female,27,Mining,HR,youjs,Person_JobSite,no,Male,white,bus,3,6,7,5,7
845,23,No,Female,24,Retail,HR,friends,Employer_Friends,my head,Female,white,bus,5,5,5,7,7
846,23,No,Female,24,Retail,HR,friends,Employer_Friends,my head,Female,white,bus,5,2,8,6,6
847,53,Yes,Male,41,IT,Consult,empjs,Employer_JobSite,no,Male,white,bus,4,3,8,8,6
848,55,No,Female,28,IT,HR,empjs,Employer_JobSite,my head,Male,white,car,9,5,1,6,8
849,89,Yes,Male,32,Retail,Commercial,youjs,Person_JobSite,no,Male,grey,car,4,3,9,8,4
850,5,No,Female,31,Manufacture,HR,youjs,Person_JobSite,no,Female,white,bus,8,6,3,6,8
851,10,Yes,Female,41,Retail,HR,empjs,Employer_JobSite,no,Female,white,bus,3,7,6,5,6
852,10,Yes,Female,41,Retail,HR,empjs,Employer_JobSite,no,Female,white,bus,2,7,8,6,4
853,10,Yes,Female,41,Retail,HR,empjs,Employer_JobSite,no,Female,white,bus,3,7,7,5,5
854,11,No,Female,43,Manufacture,HR,rabrecNErab,Employer_ByRecomendation,no,Male,white,car,5,5,6,6,7
855,59,Yes,Female,32,Transport,PR,referal,Person_RecReferral,no,Female,white,car,5,3,6,5,4
856,24,No,Male,45,Manufacture,HR,empjs,Employer_JobSite,no,Male,white,car,6,3,7,6,4
857,24,No,Male,45,Manufacture,HR,empjs,Employer_JobSite,no,Male,white,car,7,6,6,6,6
858,73,No,Female,43,IT,HR,empjs,Employer_JobSite,no,Male,white,bus,8,6,4,4,8
859,2,No,Female,38,Retail,HR,empjs,Employer_JobSite,no,Male,grey,car,9,6,4,6,7
860,2,No,Female,38,Retail,HR,empjs,Employer_JobSite,no,Male,grey,car,9,3,4,7,6
861,2,No,Female,38,Retail,HR,empjs,Employer_JobSite,no,Male,grey,car,8,4,4,7,7
862,9,No,Female,46,Other,HR,empjs,Employer_JobSite,no,Female,white,bus,6,5,7,6,7
863,86,No,Female,35,Other,HR,KA,RecAgency,no,Female,white,car,3,8,7,5,3
864,19,No,Male,38,Manufacture,HR,recNErab,Person_ByRecomendation,no,Male,white,foot,6,4,6,6,5
865,19,No,Male,38,Manufacture,HR,recNErab,Person_ByRecomendation,no,Male,white,foot,9,3,7,5,4
866,21,Yes,Female,26,Manufacture,HR,referal,Person_RecReferral,no,Male,white,car,3,5,7,8,5
867,21,Yes,Female,26,Manufacture,HR,referal,Person_RecReferral,no,Male,white,car,3,6,6,7,5
868,8,No,Female,27,Telecom,HR,youjs,Person_JobSite,no,Female,white,bus,7,5,4,5,8
869,8,No,Female,27,Telecom,HR,youjs,Person_JobSite,no,Female,white,bus,5,7,8,5,6
870,22,No,Female,43,Building,HR,friends,Employer_Friends,no,Male,white,bus,6,6,4,6,7
871,21,No,Male,26,Telecom,HR,youjs,Person_JobSite,yes,Female,white,bus,3,7,5,5,8
872,34,No,Female,25,Banks,HR,youjs,Person_JobSite,yes,Female,white,bus,7,6,3,3,4
873,100,No,Female,26,Transport,HR,youjs,Person_JobSite,yes,Female,white,bus,5,3,7,7,5
874,100,No,Female,26,Transport,HR,youjs,Person_JobSite,yes,Female,white,bus,5,4,9,5,3
875,61,No,Female,33,PowerGeneration,HR,empjs,Employer_JobSite,my head,Female,white,car,8,6,6,8,6
876,61,No,Female,33,PowerGeneration,HR,empjs,Employer_JobSite,my head,Female,white,car,4,3,6,9,8
877,52,No,Female,38,Manufacture,HR,referal,Person_RecReferral,no,Male,white,car,4,7,5,5,6
878,6,No,Female,32,IT,HR,youjs,Person_JobSite,yes,Male,white,bus,6,3,8,3,4
879,7,No,Female,45,Other,HR,empjs,Employer_JobSite,no,Female,white,car,5,5,9,5,6
880,24,No,Male,32,Retail,HR,rabrecNErab,Employer_ByRecomendation,no,Female,white,bus,8,3,6,9,5
881,10,No,Female,35,RealEstate,HR,rabrecNErab,Employer_ByRecomendation,no,Male,white,car,8,3,6,4,6
882,73,Yes,Female,24,Retail,HR,rabrecNErab,Employer_ByRecomendation,my head,Female,white,bus,5,8,4,5,6
883,73,Yes,Female,24,Retail,HR,rabrecNErab,Employer_ByRecomendation,my head,Female,white,bus,8,6,4,5,5
884,35,Yes,Male,31,Retail,BusinessDevelopment,KA,RecAgency,my head,Male,white,car,9,5,4,7,5
885,35,Yes,Male,31,Retail,BusinessDevelopment,KA,RecAgency,my head,Male,white,car,8,5,3,7,5
886,43,No,Female,24,Banks,HR,youjs,Person_JobSite,my head,Female,white,bus,6,6,4,5,6
887,71,No,Male,26,Pharma,HR,referal,Person_RecReferral,my head,Female,white,bus,5,4,6,9,5
888,5,No,Female,34,Retail,HR,rabrecNErab,Employer_ByRecomendation,no,Female,white,car,6,6,6,7,6
889,43,No,Female,42,Mining,HR,friends,Employer_Friends,no,Male,white,bus,5,6,7,6,6
890,12,No,Female,27,PowerGeneration,Finanсe,youjs,Person_JobSite,my head,Male,white,bus,6,3,6,7,7
891,4,No,Female,35,Manufacture,HR,friends,Employer_Friends,no,Male,white,car,7,4,6,6,7
892,55,No,Female,37,Consult,HR,friends,Employer_Friends,no,Male,white,bus,6,6,3,5,8
893,55,No,Female,37,Consult,HR,friends,Employer_Friends,no,Male,white,bus,5,8,5,3,7
894,1,No,Female,30,IT,HR,empjs,Employer_JobSite,no,Male,grey,bus,10,3,3,4,8
895,14,Yes,Female,27,Retail,HR,youjs,Person_JobSite,no,Male,white,car,9,5,7,4,4
896,50,No,Male,26,Mining,HR,rabrecNErab,Employer_ByRecomendation,my head,Male,white,car,7,3,5,8,9
897,7,No,Female,27,IT,HR,rabrecNErab,Employer_ByRecomendation,no,Male,white,bus,7,6,4,5,8
898,3,Yes,Female,23,Building,HR,friends,Employer_Friends,no,Female,white,bus,7,6,4,6,8
899,9,No,Female,54,Other,HR,friends,Employer_Friends,no,Male,white,car,5,8,6,4,4
900,114,No,Female,21,Retail,HR,empjs,Employer_JobSite,my head,Female,white,bus,2,5,9,8,5
901,114,No,Female,21,Retail,HR,empjs,Employer_JobSite,my head,Female,white,bus,4,3,9,7,4
902,67,No,Female,32,Telecom,HR,KA,RecAgency,no,Male,white,car,8,5,3,9,8
903,67,No,Female,32,Telecom,HR,KA,RecAgency,no,Male,white,car,9,4,2,9,8
904,93,No,Female,25,Manufacture,HR,youjs,Person_JobSite,my head,Female,white,foot,5,8,10,3,1
905,93,No,Female,25,Manufacture,HR,youjs,Person_JobSite,my head,Female,white,foot,5,6,7,6,3
906,58,No,Female,28,Retail,HR,youjs,Person_JobSite,no,Female,white,car,5,6,6,3,4
907,4,No,Female,33,Retail,HR,youjs,Person_JobSite,no,Male,white,bus,1,7,8,6,5
908,106,No,Female,23,Retail,HR,rabrecNErab,Employer_ByRecomendation,no,Male,white,bus,5,6,6,5,10
909,20,No,Female,31,Retail,HR,empjs,Employer_JobSite,my head,Female,white,bus,5,8,6,5,6
910,20,No,Female,31,Retail,HR,empjs,Employer_JobSite,my head,Female,white,bus,6,6,6,4,6
911,15,Yes,Female,23,Retail,HR,youjs,Person_JobSite,no,Female,white,car,8,5,3,6,8
912,22,No,Female,46,IT,HR,friends,Employer_Friends,yes,Female,white,bus,3,7,6,6,6
913,22,No,Female,46,IT,HR,friends,Employer_Friends,yes,Female,white,bus,7,6,6,5,4
914,27,Yes,Female,34,Banks,HR,youjs,Person_JobSite,no,Female,white,bus,1,7,8,4,5
915,6,No,Female,26,Retail,Commercial,empjs,Employer_JobSite,yes,Female,white,bus,4,5,7,6,4
916,10,No,Female,30,RealEstate,HR,empjs,Employer_JobSite,no,Male,grey,car,8,5,3,6,7
917,10,No,Female,30,RealEstate,HR,empjs,Employer_JobSite,no,Male,grey,car,10,4,2,6,8
918,52,No,Female,29,Retail,HR,empjs,Employer_JobSite,my head,Female,white,bus,6,7,9,3,3
919,106,No,Female,32,IT,HR,referal,Person_RecReferral,no,Female,white,bus,5,8,4,5,6
920,3,No,Male,37,IT,IT,youjs,Person_JobSite,no,Male,white,foot,5,6,5,6,4
921,8,No,Female,39,Other,HR,youjs,Person_JobSite,no,Male,white,bus,7,5,6,6,5
922,16,No,Female,50,Building,HR,rabrecNErab,Employer_ByRecomendation,no,Male,white,bus,6,6,6,3,7
923,43,No,Female,51,Consult,HR,empjs,Employer_JobSite,no,Male,white,bus,4,8,6,6,5
924,21,No,Female,33,IT,HR,rabrecNErab,Employer_ByRecomendation,my head,Female,white,bus,4,6,6,5,7
925,1,No,Female,25,Retail,PR,friends,Employer_Friends,my head,Female,white,bus,7,9,2,5,6
926,133,No,Female,32,Manufacture,HR,rabrecNErab,Employer_ByRecomendation,no,Male,white,bus,4,6,9,3,4
927,133,No,Female,32,Manufacture,HR,rabrecNErab,Employer_ByRecomendation,no,Male,white,bus,3,7,6,3,3
928,94,No,Male,23,Manufacture,IT,youjs,Person_JobSite,no,Male,white,bus,5,5,6,6,5
929,22,No,Female,38,Manufacture,HR,youjs,Person_JobSite,no,Female,white,foot,7,2,10,6,6
930,22,No,Female,38,Manufacture,HR,youjs,Person_JobSite,no,Female,white,foot,6,3,9,6,6
931,22,No,Female,38,Manufacture,HR,youjs,Person_JobSite,no,Female,white,foot,5,3,10,3,4
932,22,No,Female,38,Manufacture,HR,youjs,Person_JobSite,no,Female,white,foot,5,6,10,3,5
933,12,No,Female,27,Retail,HR,youjs,Person_JobSite,my head,Male,grey,bus,7,5,6,5,8
934,3,Yes,Female,39,Building,HR,KA,RecAgency,no,Male,grey,bus,9,5,3,4,7
935,59,No,Female,29,Other,HR,rabrecNErab,Employer_ByRecomendation,my head,Female,white,bus,6,8,4,4,8
936,24,No,Female,31,Consult,HR,KA,RecAgency,no,Male,grey,car,7,7,2,6,10
937,17,No,Female,32,Banks,HR,rabrecNErab,Employer_ByRecomendation,no,Male,grey,bus,6,3,3,10,8
938,5,No,Male,24,Consult,HR,youjs,Person_JobSite,my head,Male,white,bus,6,5,6,7,8
939,37,No,Female,24,PowerGeneration,HR,rabrecNErab,Employer_ByRecomendation,yes,Female,white,bus,5,7,7,6,4
940,37,No,Female,24,PowerGeneration,HR,rabrecNErab,Employer_ByRecomendation,yes,Female,white,bus,6,5,5,5,4
941,73,No,Male,26,IT,IT,youjs,Person_JobSite,my head,Female,white,bus,5,4,6,5,4
942,52,No,Female,30,Retail,Sales,youjs,Person_JobSite,my head,Female,white,bus,6,5,6,6,8
943,14,Yes,Female,33,Manufacture,HR,recNErab,Person_ByRecomendation,no,Male,white,car,6,5,3,6,7
944,6,Yes,Female,34,Retail,HR,youjs,Person_JobSite,no,Female,white,bus,4,8,9,4,4
945,60,Yes,Female,22,Building,HR,rabrecNErab,Employer_ByRecomendation,my head,Female,white,car,6,8,6,3,4
946,3,No,Female,28,Manufacture,HR,youjs,Person_JobSite,no,Male,white,bus,4,6,6,6,4
947,8,No,Female,41,Retail,HR,rabrecNErab,Employer_ByRecomendation,no,Male,white,bus,1,5,9,6,2
948,8,No,Female,41,Retail,HR,rabrecNErab,Employer_ByRecomendation,no,Male,white,bus,3,8,8,3,2
949,2,Yes,Male,27,Retail,Sales,empjs,Employer_JobSite,no,Male,white,bus,3,4,10,7,5
950,1,No,Female,29,IT,HR,youjs,Person_JobSite,my head,Male,white,bus,6,6,5,6,6
951,73,No,Female,35,Other,HR,youjs,Person_JobSite,no,Male,white,car,5,5,8,6,4
952,61,Yes,Female,25,IT,HR,youjs,Person_JobSite,no,Male,white,car,5,5,6,6,8
953,45,No,Male,33,Retail,HR,youjs,Person_JobSite,my head,Female,white,bus,2,8,6,5,8
954,91,Yes,Female,22,IT,HR,friends,Employer_Friends,my head,Female,white,bus,3,6,10,6,4
955,6,Yes,Male,24,Manufacture,Marketing,empjs,Employer_JobSite,my head,Male,white,car,8,6,2,6,7
956,9,No,Female,23,Banks,HR,empjs,Employer_JobSite,my head,Female,white,bus,4,6,6,7,5
957,7,No,Male,27,IT,HR,empjs,Employer_JobSite,no,Female,grey,bus,8,5,3,6,7
958,24,No,Male,27,Transport,HR,friends,Employer_Friends,no,Female,white,bus,3,8,9,3,3
959,45,No,Female,30,Manufacture,HR,rabrecNErab,Employer_ByRecomendation,no,Female,white,car,7,6,4,6,7
960,16,Yes,Female,26, HoReCa,HR,friends,Employer_Friends,no,Male,white,bus,6,3,5,8,6
961,166,Yes,Male,30,Banks,Finanсe,rabrecNErab,Employer_ByRecomendation,my head,Male,white,car,4,5,10,4,2
962,52,No,Male,32,Other,HR,KA,RecAgency,no,Female,white,bus,5,9,5,3,7
963,60,No,Female,38,Banks,HR,recNErab,Person_ByRecomendation,yes,Male,white,car,4,7,4,6,4
964,30,No,Female,34,Manufacture,HR,rabrecNErab,Employer_ByRecomendation,yes,Male,white,bus,5,6,7,5,6
965,12,No,Female,26,Retail,HR,empjs,Employer_JobSite,no,Male,white,car,6,3,8,6,8
966,89,Yes,Female,22,PowerGeneration,HR,recNErab,Person_ByRecomendation,no,Male,white,bus,7,5,5,6,8
967,74,Yes,Female,21,Manufacture,Finanсe,rabrecNErab,Employer_ByRecomendation,my head,Female,white,car,5,4,6,6,8
968,45,No,Female,28,IT,HR,recNErab,Person_ByRecomendation,no,Female,white,bus,6,7,2,6,8
969,6,No,Male,32,Manufacture,HR,KA,RecAgency,no,Male,white,bus,2,4,6,9,6
970,21,Yes,Female,24,Retail,Commercial,youjs,Person_JobSite,my head,Male,white,bus,5,8,7,3,7
971,21,No,Male,49,Retail,Finanсe,rabrecNErab,Employer_ByRecomendation,no,Male,white,bus,7,5,5,7,6
972,20,Yes,Female,23,Manufacture,Commercial,youjs,Person_JobSite,my head,Female,white,bus,6,3,6,7,3
973,29,Yes,Female,42,Retail,HR,empjs,Employer_JobSite,no,Male,grey,bus,4,6,6,5,4
974,19,No,Female,45,Retail,HR,friends,Employer_Friends,no,Female,white,foot,4,7,8,6,5
975,113,No,Male,23,Retail,HR,empjs,Employer_JobSite,no,Female,white,car,5,2,7,6,8
976,49,No,Female,40,Manufacture,HR,youjs,Person_JobSite,yes,Male,white,bus,6,6,6,6,5
977,104,No,Female,25,Retail,HR,youjs,Person_JobSite,no,Male,white,bus,8,3,6,6,8
978,53,No,Female,29,Retail,HR,empjs,Employer_JobSite,my head,Female,white,bus,6,7,9,3,3
979,34,No,Male,42,Manufacture,Engineer,youjs,Person_JobSite,no,Male,white,car,1,4,10,7,5
980,65,No,Male,32,Other,HR,recNErab,Person_ByRecomendation,no,Female,white,car,5,6,5,9,8
981,50,No,Female,37,Telecom,HR,empjs,Employer_JobSite,no,Female,white,bus,4,8,5,4,8
982,31,No,Female,22,Consult,HR,youjs,Person_JobSite,my head,Female,white,foot,6,4,8,4,1
983,31,No,Female,22,Consult,HR,youjs,Person_JobSite,my head,Female,white,foot,5,4,10,6,1
984,143,No,Male,27,Retail,Sales,referal,Person_RecReferral,no,Male,white,car,4,6,4,8,5
985,4,No,Female,28,Other,HR,youjs,Person_JobSite,no,Male,white,bus,4,6,6,6,4
986,49,No,Male,31,Retail,Consult,youjs,Person_JobSite,no,Female,white,bus,5,5,3,9,10
987,2,No,Male,38,Manufacture,HR,KA,RecAgency,no,Female,white,car,5,4,8,7,8
988,2,No,Male,38,Manufacture,HR,KA,RecAgency,no,Female,white,car,3,6,7,8,6
989,76,No,Female,23,Telecom,HR,rabrecNErab,Employer_ByRecomendation,my head,Female,white,bus,2,6,9,4,2
990,67,No,Female,36,Retail,HR,KA,RecAgency,no,Female,white,bus,5,7,3,6,9
991,9,No,Female,22,IT,HR,youjs,Person_JobSite,my head,Male,white,bus,8,8,3,4,7
992,9,No,Female,22,IT,HR,youjs,Person_JobSite,my head,Male,white,bus,8,8,3,5,7
993,33,No,Female,40,State,HR,friends,Employer_Friends,no,Female,white,bus,3,7,8,4,4
994,32,No,Female,22,IT,IT,empjs,Employer_JobSite,my head,Male,white,foot,7,3,5,7,7
995,53,No,Male,37,Mining,Law,friends,Employer_Friends,no,Male,white,car,3,5,4,7,8
996,46,Yes,Female,25,Mining,HR,KA,RecAgency,yes,Female,white,foot,7,6,6,4,5
997,10,No,Male,37,Retail,Sales,friends,Employer_Friends,my head,Male,white,bus,6,4,5,8,7
998,15,No,Male,30,Telecom,Sales,empjs,Employer_JobSite,my head,Female,grey,car,5,3,3,8,6
999,9,No,Female,24,Banks,HR,youjs,Person_JobSite,yes,Female,white,bus,5,6,6,6,7
1000,13,Yes,Female,35,Consult,Consult,friends,Employer_Friends,no,Female,white,bus,5,6,3,5,7
1001,14,No,Male,30,Retail,Commercial,recNErab,Person_ByRecomendation,no,Male,grey,car,4,4,9,5,5
1002,14,No,Male,30,Retail,Commercial,recNErab,Person_ByRecomendation,no,Male,grey,car,5,3,10,6,4
1003,14,No,Male,30,Other,Commercial,recNErab,Person_ByRecomendation,no,Male,grey,car,4,4,9,5,5
1004,14,No,Male,30,Other,Commercial,recNErab,Person_ByRecomendation,no,Male,grey,car,5,3,10,6,4
1005,2,No,Male,36,Telecom,HR,friends,Employer_Friends,my head,Female,white,car,5,5,6,5,7
1006,113,No,Female,30,Banks,HR,rabrecNErab,Employer_ByRecomendation,yes,Female,white,car,5,7,4,6,8
1007,49,No,Female,25,IT,HR,youjs,Person_JobSite,yes,Female,white,bus,6,3,7,3,4
1008,49,No,Female,25,IT,HR,youjs,Person_JobSite,yes,Female,white,bus,6,6,7,7,4
1009,29,Yes,Female,25,IT,HR,empjs,Employer_JobSite,yes,Female,white,bus,6,8,6,4,6
1010,13,Yes,Female,26,Agriculture,HR,friends,Employer_Friends,no,Female,white,car,3,3,6,7,6
1011,7,Yes,Female,21,Consult,HR,youjs,Person_JobSite,my head,Male,white,bus,5,7,7,3,4
1012,55,No,Male,22,Banks,IT,friends,Employer_Friends,my head,Male,white,bus,5,6,6,8,6
1013,75,Yes,Female,25,Retail,HR,youjs,Person_JobSite,no,Male,white,car,5,3,8,4,3
1014,85,No,Female,31,IT,HR,youjs,Person_JobSite,no,Female,white,car,5,3,7,7,4
1015,36,No,Male,33,Consult,Consult,youjs,Person_JobSite,yes,Male,white,bus,5,5,3,8,9
1016,50,No,Female,38,Other,HR,friends,Employer_Friends,no,Male,white,bus,8,8,3,6,8
1017,58,No,Male,24,State,IT,empjs,Employer_JobSite,my head,Male,white,bus,6,3,3,7,5
1018,5,No,Male,30,Retail,HR,youjs,Person_JobSite,no,Male,white,bus,8,3,4,9,7
1019,31,No,Female,32,Manufacture,HR,youjs,Person_JobSite,no,Male,white,bus,5,3,7,6,5
1020,56,No,Female,28,Mining,HR,empjs,Employer_JobSite,my head,Female,white,car,5,5,5,8,5
1021,58,No,Male,24,Other,Marketing,rabrecNErab,Employer_ByRecomendation,my head,Female,white,bus,6,6,3,8,7
1022,39,No,Male,36,Manufacture,manage,friends,Employer_Friends,no,Male,white,car,5,5,4,7,10
1023,9,No,Female,26,IT,IT,empjs,Employer_JobSite,no,Male,white,foot,6,6,6,6,5
1024,43,No,Female,26,Banks,HR,youjs,Person_JobSite,no,Female,white,car,6,6,6,6,8
1025,43,No,Female,26,Banks,HR,youjs,Person_JobSite,no,Female,white,car,6,8,4,5,9
1026,115,Yes,Female,26,Retail,HR,KA,RecAgency,no,Female,white,bus,7,6,5,5,8
1027,19,No,Male,30,Banks,Marketing,youjs,Person_JobSite,no,Male,white,bus,7,3,4,9,9
1028,11,No,Male,37,Retail,Sales,friends,Employer_Friends,my head,Male,white,bus,6,4,5,8,7
1029,51,Yes,Female,31,PowerGeneration,HR,youjs,Person_JobSite,no,Female,white,bus,6,3,5,6,7
1030,40,No,Male,26,Transport,Other,referal,Person_RecReferral,my head,Male,white,bus,6,3,6,6,8
1031,5,Yes,Male,44,Manufacture,BusinessDevelopment,youjs,Person_JobSite,no,Male,white,car,3,6,10,4,4
1032,71,Yes,Female,23,Consult,HR,empjs,Employer_JobSite,no,Female,white,bus,4,4,8,8,5
1033,15,No,Male,33,PowerGeneration,manage,friends,Employer_Friends,no,Male,white,bus,5,6,10,6,4
1034,21,No,Female,31,State,Other,advert,Person_Advert,no,Female,white,foot,9,6,3,3,5
1035,12,No,Male,36,Manufacture,HR,friends,Employer_Friends,no,Male,white,bus,7,5,4,4,4
1036,3,Yes,Female,39,Manufacture,HR,youjs,Person_JobSite,no,Male,white,bus,2,10,7,3,2
